Name,Phys +0,Mag +0,Fire +0,Ligh +0,Holy +0,Stam +0,Phys +1,Mag +1,Fire +1,Ligh +1,Holy +1,Stam +1,Phys +2,Mag +2,Fire +2,Ligh +2,Holy +2,Stam +2,Phys +3,Mag +3,Fire +3,Ligh +3,Holy +3,Stam +3,Phys +4,Mag +4,Fire +4,Ligh +4,Holy +4,Stam +4,Phys +5,Mag +5,Fire +5,Ligh +5,Holy +5,Stam +5,Phys +6,Mag +6,Fire +6,Ligh +6,Holy +6,Stam +6,Phys +7,Mag +7,Fire +7,Ligh +7,Holy +7,Stam +7,Phys +8,Mag +8,Fire +8,Ligh +8,Holy +8,Stam +8,Phys +9,Mag +9,Fire +9,Ligh +9,Holy +9,Stam +9,Phys +10,Mag +10,Fire +10,Ligh +10,Holy +10,Stam +10,Phys +11,Mag +11,Fire +11,Ligh +11,Holy +11,Stam +11,Phys +12,Mag +12,Fire +12,Ligh +12,Holy +12,Stam +12,Phys +13,Mag +13,Fire +13,Ligh +13,Holy +13,Stam +13,Phys +14,Mag +14,Fire +14,Ligh +14,Holy +14,Stam +14,Phys +15,Mag +15,Fire +15,Ligh +15,Holy +15,Stam +15,Phys +16,Mag +16,Fire +16,Ligh +16,Holy +16,Stam +16,Phys +17,Mag +17,Fire +17,Ligh +17,Holy +17,Stam +17,Phys +18,Mag +18,Fire +18,Ligh +18,Holy +18,Stam +18,Phys +19,Mag +19,Fire +19,Ligh +19,Holy +19,Stam +19,Phys +20,Mag +20,Fire +20,Ligh +20,Holy +20,Stam +20,Phys +21,Mag +21,Fire +21,Ligh +21,Holy +21,Stam +21,Phys +22,Mag +22,Fire +22,Ligh +22,Holy +22,Stam +22,Phys +23,Mag +23,Fire +23,Ligh +23,Holy +23,Stam +23,Phys +24,Mag +24,Fire +24,Ligh +24,Holy +24,Stam +24,Phys +25,Mag +25,Fire +25,Ligh +25,Holy +25,Stam +25
Cold Broadsword,95.2,76.5,0,0,0,47,99.456,79.92,0,0,0,48.88,103.712,83.34,0,0,0,50.76,107.968,86.76,0,0,0,52.64,112.224,90.18,0,0,0,54.52,116.48,93.6,0,0,0,56.4,120.736,97.02,0,0,0,58.28,124.992,100.44,0,0,0,60.16,129.248,103.86,0,0,0,62.04,133.504,107.28,0,0,0,63.92,137.76,110.7,0,0,0,65.8,142.016,114.12,0,0,0,67.68,146.272,117.54,0,0,0,69.56,150.528,120.96,0,0,0,71.44,154.784,124.38,0,0,0,73.32,159.04,127.8,0,0,0,75.2,163.296,131.22,0,0,0,77.08,167.552,134.64,0,0,0,78.96,171.808,138.06,0,0,0,80.84,176.064,141.48,0,0,0,82.72,180.32,144.9,0,0,0,84.6,184.576,148.32,0,0,0,86.48,188.832,151.74,0,0,0,88.36,193.088,155.16,0,0,0,90.24,197.344,158.58,0,0,0,92.12,201.6,162,0,0,0,94
Poison Broadsword,95.2,0,0,0,0,47,101.024,0,0,0,0,48.88,106.848,0,0,0,0,50.76,112.672,0,0,0,0,52.64,118.496,0,0,0,0,54.52,124.32,0,0,0,0,56.4,130.144,0,0,0,0,58.28,135.968,0,0,0,0,60.16,141.792,0,0,0,0,62.04,147.616,0,0,0,0,63.92,153.44,0,0,0,0,65.8,159.264,0,0,0,0,67.68,165.088,0,0,0,0,69.56,170.912,0,0,0,0,71.44,176.736,0,0,0,0,73.32,182.56,0,0,0,0,75.2,188.384,0,0,0,0,77.08,194.208,0,0,0,0,78.96,200.032,0,0,0,0,80.84,205.856,0,0,0,0,82.72,211.68,0,0,0,0,84.6,217.504,0,0,0,0,86.48,223.328,0,0,0,0,88.36,229.152,0,0,0,0,90.24,234.976,0,0,0,0,92.12,240.8,0,0,0,0,94
Blood Broadsword,95.2,0,0,0,0,47,101.024,0,0,0,0,48.88,106.848,0,0,0,0,50.76,112.672,0,0,0,0,52.64,118.496,0,0,0,0,54.52,124.32,0,0,0,0,56.4,130.144,0,0,0,0,58.28,135.968,0,0,0,0,60.16,141.792,0,0,0,0,62.04,147.616,0,0,0,0,63.92,153.44,0,0,0,0,65.8,159.264,0,0,0,0,67.68,165.088,0,0,0,0,69.56,170.912,0,0,0,0,71.44,176.736,0,0,0,0,73.32,182.56,0,0,0,0,75.2,188.384,0,0,0,0,77.08,194.208,0,0,0,0,78.96,200.032,0,0,0,0,80.84,205.856,0,0,0,0,82.72,211.68,0,0,0,0,84.6,217.504,0,0,0,0,86.48,223.328,0,0,0,0,88.36,229.152,0,0,0,0,90.24,234.976,0,0,0,0,92.12,240.8,0,0,0,0,94
Occult Broadsword,100.8,0,0,0,0,47,106.848,0,0,0,0,48.88,112.896,0,0,0,0,50.76,118.944,0,0,0,0,52.64,124.992,0,0,0,0,54.52,131.04,0,0,0,0,56.4,137.088,0,0,0,0,58.28,143.136,0,0,0,0,60.16,149.184,0,0,0,0,62.04,155.232,0,0,0,0,63.92,161.28,0,0,0,0,65.8,167.328,0,0,0,0,67.68,173.376,0,0,0,0,69.56,179.424,0,0,0,0,71.44,185.472,0,0,0,0,73.32,191.52,0,0,0,0,75.2,197.568,0,0,0,0,77.08,203.616,0,0,0,0,78.96,209.664,0,0,0,0,80.84,215.712,0,0,0,0,82.72,221.76,0,0,0,0,84.6,227.808,0,0,0,0,86.48,233.856,0,0,0,0,88.36,239.904,0,0,0,0,90.24,245.952,0,0,0,0,92.12,252,0,0,0,0,94
Lordsworn's Straight Sword,115,0,0,0,0,45,121.67,0,0,0,0,46.8,128.34,0,0,0,0,48.6,135.01,0,0,0,0,50.4,141.68,0,0,0,0,52.2,148.35,0,0,0,0,54,155.02,0,0,0,0,55.8,161.69,0,0,0,0,57.6,168.36,0,0,0,0,59.4,175.03,0,0,0,0,61.2,181.7,0,0,0,0,63,188.37,0,0,0,0,64.8,195.04,0,0,0,0,66.6,201.71,0,0,0,0,68.4,208.38,0,0,0,0,70.2,215.05,0,0,0,0,72,221.72,0,0,0,0,73.8,228.39,0,0,0,0,75.6,235.06,0,0,0,0,77.4,241.73,0,0,0,0,79.2,248.4,0,0,0,0,81,255.07,0,0,0,0,82.8,261.74,0,0,0,0,84.6,268.41,0,0,0,0,86.4,275.08,0,0,0,0,88.2,281.75,0,0,0,0,90
Lordsworn's Heavy Straight Sword,104.5,0,0,0,0,45,110.66,0,0,0,0,46.8,116.82,0,0,0,0,48.6,122.98,0,0,0,0,50.4,129.14,0,0,0,0,52.2,135.3,0,0,0,0,54,141.46,0,0,0,0,55.8,147.62,0,0,0,0,57.6,153.78,0,0,0,0,59.4,159.94,0,0,0,0,61.2,166.1,0,0,0,0,63,172.26,0,0,0,0,64.8,178.42,0,0,0,0,66.6,184.58,0,0,0,0,68.4,190.74,0,0,0,0,70.2,196.9,0,0,0,0,72,203.06,0,0,0,0,73.8,209.22,0,0,0,0,75.6,215.38,0,0,0,0,77.4,221.54,0,0,0,0,79.2,227.7,0,0,0,0,81,233.86,0,0,0,0,82.8,240.02,0,0,0,0,84.6,246.18,0,0,0,0,86.4,252.34,0,0,0,0,88.2,258.5,0,0,0,0,90
Lordsworn's Keen Straight Sword,104.5,0,0,0,0,45,110.66,0,0,0,0,46.8,116.82,0,0,0,0,48.6,122.98,0,0,0,0,50.4,129.14,0,0,0,0,52.2,135.3,0,0,0,0,54,141.46,0,0,0,0,55.8,147.62,0,0,0,0,57.6,153.78,0,0,0,0,59.4,159.94,0,0,0,0,61.2,166.1,0,0,0,0,63,172.26,0,0,0,0,64.8,178.42,0,0,0,0,66.6,184.58,0,0,0,0,68.4,190.74,0,0,0,0,70.2,196.9,0,0,0,0,72,203.06,0,0,0,0,73.8,209.22,0,0,0,0,75.6,215.38,0,0,0,0,77.4,221.54,0,0,0,0,79.2,227.7,0,0,0,0,81,233.86,0,0,0,0,82.8,240.02,0,0,0,0,84.6,246.18,0,0,0,0,86.4,252.34,0,0,0,0,88.2,258.5,0,0,0,0,90
Lordsworn's Quality Straight Sword,99,0,0,0,0,45,104.06,0,0,0,0,46.8,109.12,0,0,0,0,48.6,114.18,0,0,0,0,50.4,119.24,0,0,0,0,52.2,124.3,0,0,0,0,54,129.36,0,0,0,0,55.8,134.42,0,0,0,0,57.6,139.48,0,0,0,0,59.4,144.54,0,0,0,0,61.2,149.6,0,0,0,0,63,154.66,0,0,0,0,64.8,159.72,0,0,0,0,66.6,164.78,0,0,0,0,68.4,169.84,0,0,0,0,70.2,174.9,0,0,0,0,72,179.96,0,0,0,0,73.8,185.02,0,0,0,0,75.6,190.08,0,0,0,0,77.4,195.14,0,0,0,0,79.2,200.2,0,0,0,0,81,205.26,0,0,0,0,82.8,210.32,0,0,0,0,84.6,215.38,0,0,0,0,86.4,220.44,0,0,0,0,88.2,225.5,0,0,0,0,90
Lordsworn's Fire Straight Sword,88,0,88,0,0,45,91.96,0,91.96,0,0,46.8,95.92,0,95.92,0,0,48.6,99.88,0,99.88,0,0,50.4,103.84,0,103.84,0,0,52.2,107.8,0,107.8,0,0,54,111.76,0,111.76,0,0,55.8,115.72,0,115.72,0,0,57.6,119.68,0,119.68,0,0,59.4,123.64,0,123.64,0,0,61.2,127.6,0,127.6,0,0,63,131.56,0,131.56,0,0,64.8,135.52,0,135.52,0,0,66.6,139.48,0,139.48,0,0,68.4,143.44,0,143.44,0,0,70.2,147.4,0,147.4,0,0,72,151.36,0,151.36,0,0,73.8,155.32,0,155.32,0,0,75.6,159.28,0,159.28,0,0,77.4,163.24,0,163.24,0,0,79.2,167.2,0,167.2,0,0,81,171.16,0,171.16,0,0,82.8,175.12,0,175.12,0,0,84.6,179.08,0,179.08,0,0,86.4,183.04,0,183.04,0,0,88.2,187,0,187,0,0,90
Lordsworn's Flame Art Straight Sword,93.5,0,93.5,0,0,45,98.34,0,98.34,0,0,46.8,103.18,0,103.18,0,0,48.6,108.02,0,108.02,0,0,50.4,112.86,0,112.86,0,0,52.2,117.7,0,117.7,0,0,54,122.54,0,122.54,0,0,55.8,127.38,0,127.38,0,0,57.6,132.22,0,132.22,0,0,59.4,137.06,0,137.06,0,0,61.2,141.9,0,141.9,0,0,63,146.74,0,146.74,0,0,64.8,151.58,0,151.58,0,0,66.6,156.42,0,156.42,0,0,68.4,161.26,0,161.26,0,0,70.2,166.1,0,166.1,0,0,72,170.94,0,170.94,0,0,73.8,175.78,0,175.78,0,0,75.6,180.62,0,180.62,0,0,77.4,185.46,0,185.46,0,0,79.2,190.3,0,190.3,0,0,81,195.14,0,195.14,0,0,82.8,199.98,0,199.98,0,0,84.6,204.82,0,204.82,0,0,86.4,209.66,0,209.66,0,0,88.2,214.5,0,214.5,0,0,90
Lordsworn's Lightning Straight Sword,88,0,0,88,0,45,91.96,0,0,91.96,0,46.8,95.92,0,0,95.92,0,48.6,99.88,0,0,99.88,0,50.4,103.84,0,0,103.84,0,52.2,107.8,0,0,107.8,0,54,111.76,0,0,111.76,0,55.8,115.72,0,0,115.72,0,57.6,119.68,0,0,119.68,0,59.4,123.64,0,0,123.64,0,61.2,127.6,0,0,127.6,0,63,131.56,0,0,131.56,0,64.8,135.52,0,0,135.52,0,66.6,139.48,0,0,139.48,0,68.4,143.44,0,0,143.44,0,70.2,147.4,0,0,147.4,0,72,151.36,0,0,151.36,0,73.8,155.32,0,0,155.32,0,75.6,159.28,0,0,159.28,0,77.4,163.24,0,0,163.24,0,79.2,167.2,0,0,167.2,0,81,171.16,0,0,171.16,0,82.8,175.12,0,0,175.12,0,84.6,179.08,0,0,179.08,0,86.4,183.04,0,0,183.04,0,88.2,187,0,0,187,0,90
Lordsworn's Sacred Straight Sword,82.5,0,0,0,82.5,45,87.78,0,0,0,87.78,46.8,93.06,0,0,0,93.06,48.6,98.34,0,0,0,98.34,50.4,103.62,0,0,0,103.62,52.2,108.9,0,0,0,108.9,54,114.18,0,0,0,114.18,55.8,119.46,0,0,0,119.46,57.6,124.74,0,0,0,124.74,59.4,130.02,0,0,0,130.02,61.2,135.3,0,0,0,135.3,63,140.58,0,0,0,140.58,64.8,145.86,0,0,0,145.86,66.6,151.14,0,0,0,151.14,68.4,156.42,0,0,0,156.42,70.2,161.7,0,0,0,161.7,72,166.98,0,0,0,166.98,73.8,172.26,0,0,0,172.26,75.6,177.54,0,0,0,177.54,77.4,182.82,0,0,0,182.82,79.2,188.1,0,0,0,188.1,81,193.38,0,0,0,193.38,82.8,198.66,0,0,0,198.66,84.6,203.94,0,0,0,203.94,86.4,209.22,0,0,0,209.22,88.2,214.5,0,0,0,214.5,90
Lordsworn's Magic Straight Sword,82.5,82.5,0,0,0,45,87.78,87.78,0,0,0,46.8,93.06,93.06,0,0,0,48.6,98.34,98.34,0,0,0,50.4,103.62,103.62,0,0,0,52.2,108.9,108.9,0,0,0,54,114.18,114.18,0,0,0,55.8,119.46,119.46,0,0,0,57.6,124.74,124.74,0,0,0,59.4,130.02,130.02,0,0,0,61.2,135.3,135.3,0,0,0,63,140.58,140.58,0,0,0,64.8,145.86,145.86,0,0,0,66.6,151.14,151.14,0,0,0,68.4,156.42,156.42,0,0,0,70.2,161.7,161.7,0,0,0,72,166.98,166.98,0,0,0,73.8,172.26,172.26,0,0,0,75.6,177.54,177.54,0,0,0,77.4,182.82,182.82,0,0,0,79.2,188.1,188.1,0,0,0,81,193.38,193.38,0,0,0,82.8,198.66,198.66,0,0,0,84.6,203.94,203.94,0,0,0,86.4,209.22,209.22,0,0,0,88.2,214.5,214.5,0,0,0,90
Lordsworn's Cold Straight Sword,93.5,74.8,0,0,0,45,97.68,78.144,0,0,0,46.8,101.86,81.488,0,0,0,48.6,106.04,84.832,0,0,0,50.4,110.22,88.176,0,0,0,52.2,114.4,91.52,0,0,0,54,118.58,94.864,0,0,0,55.8,122.76,98.208,0,0,0,57.6,126.94,101.552,0,0,0,59.4,131.12,104.896,0,0,0,61.2,135.3,108.24,0,0,0,63,139.48,111.584,0,0,0,64.8,143.66,114.928,0,0,0,66.6,147.84,118.272,0,0,0,68.4,152.02,121.616,0,0,0,70.2,156.2,124.96,0,0,0,72,160.38,128.304,0,0,0,73.8,164.56,131.648,0,0,0,75.6,168.74,134.992,0,0,0,77.4,172.92,138.336,0,0,0,79.2,177.1,141.68,0,0,0,81,181.28,145.024,0,0,0,82.8,185.46,148.368,0,0,0,84.6,189.64,151.712,0,0,0,86.4,193.82,155.056,0,0,0,88.2,198,158.4,0,0,0,90
Lordsworn's Poison Straight Sword,93.5,0,0,0,0,45,99.22,0,0,0,0,46.8,104.94,0,0,0,0,48.6,110.66,0,0,0,0,50.4,116.38,0,0,0,0,52.2,122.1,0,0,0,0,54,127.82,0,0,0,0,55.8,133.54,0,0,0,0,57.6,139.26,0,0,0,0,59.4,144.98,0,0,0,0,61.2,150.7,0,0,0,0,63,156.42,0,0,0,0,64.8,162.14,0,0,0,0,66.6,167.86,0,0,0,0,68.4,173.58,0,0,0,0,70.2,179.3,0,0,0,0,72,185.02,0,0,0,0,73.8,190.74,0,0,0,0,75.6,196.46,0,0,0,0,77.4,202.18,0,0,0,0,79.2,207.9,0,0,0,0,81,213.62,0,0,0,0,82.8,219.34,0,0,0,0,84.6,225.06,0,0,0,0,86.4,230.78,0,0,0,0,88.2,236.5,0,0,0,0,90
Lordsworn's Blood Straight Sword,93.5,0,0,0,0,45,99.22,0,0,0,0,46.8,104.94,0,0,0,0,48.6,110.66,0,0,0,0,50.4,116.38,0,0,0,0,52.2,122.1,0,0,0,0,54,127.82,0,0,0,0,55.8,133.54,0,0,0,0,57.6,139.26,0,0,0,0,59.4,144.98,0,0,0,0,61.2,150.7,0,0,0,0,63,156.42,0,0,0,0,64.8,162.14,0,0,0,0,66.6,167.86,0,0,0,0,68.4,173.58,0,0,0,0,70.2,179.3,0,0,0,0,72,185.02,0,0,0,0,73.8,190.74,0,0,0,0,75.6,196.46,0,0,0,0,77.4,202.18,0,0,0,0,79.2,207.9,0,0,0,0,81,213.62,0,0,0,0,82.8,219.34,0,0,0,0,84.6,225.06,0,0,0,0,86.4,230.78,0,0,0,0,88.2,236.5,0,0,0,0,90
Lordsworn's Occult Straight Sword,99,0,0,0,0,45,104.94,0,0,0,0,46.8,110.88,0,0,0,0,48.6,116.82,0,0,0,0,50.4,122.76,0,0,0,0,52.2,128.7,0,0,0,0,54,134.64,0,0,0,0,55.8,140.58,0,0,0,0,57.6,146.52,0,0,0,0,59.4,152.46,0,0,0,0,61.2,158.4,0,0,0,0,63,164.34,0,0,0,0,64.8,170.28,0,0,0,0,66.6,176.22,0,0,0,0,68.4,182.16,0,0,0,0,70.2,188.1,0,0,0,0,72,194.04,0,0,0,0,73.8,199.98,0,0,0,0,75.6,205.92,0,0,0,0,77.4,211.86,0,0,0,0,79.2,217.8,0,0,0,0,81,223.74,0,0,0,0,82.8,229.68,0,0,0,0,84.6,235.62,0,0,0,0,86.4,241.56,0,0,0,0,88.2,247.5,0,0,0,0,90
Weathered Straight Sword,103,0,0,0,0,45,108.974,0,0,0,0,46.8,114.948,0,0,0,0,48.6,120.922,0,0,0,0,50.4,126.896,0,0,0,0,52.2,132.87,0,0,0,0,54,138.844,0,0,0,0,55.8,144.818,0,0,0,0,57.6,150.792,0,0,0,0,59.4,156.766,0,0,0,0,61.2,162.74,0,0,0,0,63,168.714,0,0,0,0,64.8,174.688,0,0,0,0,66.6,180.662,0,0,0,0,68.4,186.636,0,0,0,0,70.2,192.61,0,0,0,0,72,198.584,0,0,0,0,73.8,204.558,0,0,0,0,75.6,210.532,0,0,0,0,77.4,216.506,0,0,0,0,79.2,222.48,0,0,0,0,81,228.454,0,0,0,0,82.8,234.428,0,0,0,0,84.6,240.402,0,0,0,0,86.4,246.376,0,0,0,0,88.2,252.35,0,0,0,0,90
Weathered Heavy Straight Sword,93.1,0,0,0,0,45,98.588,0,0,0,0,46.8,104.076,0,0,0,0,48.6,109.564,0,0,0,0,50.4,115.052,0,0,0,0,52.2,120.54,0,0,0,0,54,126.028,0,0,0,0,55.8,131.516,0,0,0,0,57.6,137.004,0,0,0,0,59.4,142.492,0,0,0,0,61.2,147.98,0,0,0,0,63,153.468,0,0,0,0,64.8,158.956,0,0,0,0,66.6,164.444,0,0,0,0,68.4,169.932,0,0,0,0,70.2,175.42,0,0,0,0,72,180.908,0,0,0,0,73.8,186.396,0,0,0,0,75.6,191.884,0,0,0,0,77.4,197.372,0,0,0,0,79.2,202.86,0,0,0,0,81,208.348,0,0,0,0,82.8,213.836,0,0,0,0,84.6,219.324,0,0,0,0,86.4,224.812,0,0,0,0,88.2,230.3,0,0,0,0,90
Weathered Keen Straight Sword,93.1,0,0,0,0,45,98.588,0,0,0,0,46.8,104.076,0,0,0,0,48.6,109.564,0,0,0,0,50.4,115.052,0,0,0,0,52.2,120.54,0,0,0,0,54,126.028,0,0,0,0,55.8,131.516,0,0,0,0,57.6,137.004,0,0,0,0,59.4,142.492,0,0,0,0,61.2,147.98,0,0,0,0,63,153.468,0,0,0,0,64.8,158.956,0,0,0,0,66.6,164.444,0,0,0,0,68.4,169.932,0,0,0,0,70.2,175.42,0,0,0,0,72,180.908,0,0,0,0,73.8,186.396,0,0,0,0,75.6,191.884,0,0,0,0,77.4,197.372,0,0,0,0,79.2,202.86,0,0,0,0,81,208.348,0,0,0,0,82.8,213.836,0,0,0,0,84.6,219.324,0,0,0,0,86.4,224.812,0,0,0,0,88.2,230.3,0,0,0,0,90
Weathered Quality Straight Sword,88.2,0,0,0,0,45,92.708,0,0,0,0,46.8,97.216,0,0,0,0,48.6,101.724,0,0,0,0,50.4,106.232,0,0,0,0,52.2,110.74,0,0,0,0,54,115.248,0,0,0,0,55.8,119.756,0,0,0,0,57.6,124.264,0,0,0,0,59.4,128.772,0,0,0,0,61.2,133.28,0,0,0,0,63,137.788,0,0,0,0,64.8,142.296,0,0,0,0,66.6,146.804,0,0,0,0,68.4,151.312,0,0,0,0,70.2,155.82,0,0,0,0,72,160.328,0,0,0,0,73.8,164.836,0,0,0,0,75.6,169.344,0,0,0,0,77.4,173.852,0,0,0,0,79.2,178.36,0,0,0,0,81,182.868,0,0,0,0,82.8,187.376,0,0,0,0,84.6,191.884,0,0,0,0,86.4,196.392,0,0,0,0,88.2,200.9,0,0,0,0,90
Weathered Fire Straight Sword,78.4,0,78.4,0,0,45,81.928,0,81.928,0,0,46.8,85.456,0,85.456,0,0,48.6,88.984,0,88.984,0,0,50.4,92.512,0,92.512,0,0,52.2,96.04,0,96.04,0,0,54,99.568,0,99.568,0,0,55.8,103.096,0,103.096,0,0,57.6,106.624,0,106.624,0,0,59.4,110.152,0,110.152,0,0,61.2,113.68,0,113.68,0,0,63,117.208,0,117.208,0,0,64.8,120.736,0,120.736,0,0,66.6,124.264,0,124.264,0,0,68.4,127.792,0,127.792,0,0,70.2,131.32,0,131.32,0,0,72,134.848,0,134.848,0,0,73.8,138.376,0,138.376,0,0,75.6,141.904,0,141.904,0,0,77.4,145.432,0,145.432,0,0,79.2,148.96,0,148.96,0,0,81,152.488,0,152.488,0,0,82.8,156.016,0,156.016,0,0,84.6,159.544,0,159.544,0,0,86.4,163.072,0,163.072,0,0,88.2,166.6,0,166.6,0,0,90
Weathered Flame Art Straight Sword,83.3,0,83.3,0,0,45,87.612,0,87.612,0,0,46.8,91.924,0,91.924,0,0,48.6,96.236,0,96.236,0,0,50.4,100.548,0,100.548,0,0,52.2,104.86,0,104.86,0,0,54,109.172,0,109.172,0,0,55.8,113.484,0,113.484,0,0,57.6,117.796,0,117.796,0,0,59.4,122.108,0,122.108,0,0,61.2,126.42,0,126.42,0,0,63,130.732,0,130.732,0,0,64.8,135.044,0,135.044,0,0,66.6,139.356,0,139.356,0,0,68.4,143.668,0,143.668,0,0,70.2,147.98,0,147.98,0,0,72,152.292,0,152.292,0,0,73.8,156.604,0,156.604,0,0,75.6,160.916,0,160.916,0,0,77.4,165.228,0,165.228,0,0,79.2,169.54,0,169.54,0,0,81,173.852,0,173.852,0,0,82.8,178.164,0,178.164,0,0,84.6,182.476,0,182.476,0,0,86.4,186.788,0,186.788,0,0,88.2,191.1,0,191.1,0,0,90
Weathered Lightning Straight Sword,78.4,0,0,78.4,0,45,81.928,0,0,81.928,0,46.8,85.456,0,0,85.456,0,48.6,88.984,0,0,88.984,0,50.4,92.512,0,0,92.512,0,52.2,96.04,0,0,96.04,0,54,99.568,0,0,99.568,0,55.8,103.096,0,0,103.096,0,57.6,106.624,0,0,106.624,0,59.4,110.152,0,0,110.152,0,61.2,113.68,0,0,113.68,0,63,117.208,0,0,117.208,0,64.8,120.736,0,0,120.736,0,66.6,124.264,0,0,124.264,0,68.4,127.792,0,0,127.792,0,70.2,131.32,0,0,131.32,0,72,134.848,0,0,134.848,0,73.8,138.376,0,0,138.376,0,75.6,141.904,0,0,141.904,0,77.4,145.432,0,0,145.432,0,79.2,148.96,0,0,148.96,0,81,152.488,0,0,152.488,0,82.8,156.016,0,0,156.016,0,84.6,159.544,0,0,159.544,0,86.4,163.072,0,0,163.072,0,88.2,166.6,0,0,166.6,0,90
Weathered Sacred Straight Sword,73.5,0,0,0,73.5,45,78.204,0,0,0,78.204,46.8,82.908,0,0,0,82.908,48.6,87.612,0,0,0,87.612,50.4,92.316,0,0,0,92.316,52.2,97.02,0,0,0,97.02,54,101.724,0,0,0,101.724,55.8,106.428,0,0,0,106.428,57.6,111.132,0,0,0,111.132,59.4,115.836,0,0,0,115.836,61.2,120.54,0,0,0,120.54,63,125.244,0,0,0,125.244,64.8,129.948,0,0,0,129.948,66.6,134.652,0,0,0,134.652,68.4,139.356,0,0,0,139.356,70.2,144.06,0,0,0,144.06,72,148.764,0,0,0,148.764,73.8,153.468,0,0,0,153.468,75.6,158.172,0,0,0,158.172,77.4,162.876,0,0,0,162.876,79.2,167.58,0,0,0,167.58,81,172.284,0,0,0,172.284,82.8,176.988,0,0,0,176.988,84.6,181.692,0,0,0,181.692,86.4,186.396,0,0,0,186.396,88.2,191.1,0,0,0,191.1,90
Weathered Magic Straight Sword,73.5,73.5,0,0,0,45,78.204,78.204,0,0,0,46.8,82.908,82.908,0,0,0,48.6,87.612,87.612,0,0,0,50.4,92.316,92.316,0,0,0,52.2,97.02,97.02,0,0,0,54,101.724,101.724,0,0,0,55.8,106.428,106.428,0,0,0,57.6,111.132,111.132,0,0,0,59.4,115.836,115.836,0,0,0,61.2,120.54,120.54,0,0,0,63,125.244,125.244,0,0,0,64.8,129.948,129.948,0,0,0,66.6,134.652,134.652,0,0,0,68.4,139.356,139.356,0,0,0,70.2,144.06,144.06,0,0,0,72,148.764,148.764,0,0,0,73.8,153.468,153.468,0,0,0,75.6,158.172,158.172,0,0,0,77.4,162.876,162.876,0,0,0,79.2,167.58,167.58,0,0,0,81,172.284,172.284,0,0,0,82.8,176.988,176.988,0,0,0,84.6,181.692,181.692,0,0,0,86.4,186.396,186.396,0,0,0,88.2,191.1,191.1,0,0,0,90
Weathered Cold Straight Sword,83.3,66.3,0,0,0,45,87.024,69.264,0,0,0,46.8,90.748,72.228,0,0,0,48.6,94.472,75.192,0,0,0,50.4,98.196,78.156,0,0,0,52.2,101.92,81.12,0,0,0,54,105.644,84.084,0,0,0,55.8,109.368,87.048,0,0,0,57.6,113.092,90.012,0,0,0,59.4,116.816,92.976,0,0,0,61.2,120.54,95.94,0,0,0,63,124.264,98.904,0,0,0,64.8,127.988,101.868,0,0,0,66.6,131.712,104.832,0,0,0,68.4,135.436,107.796,0,0,0,70.2,139.16,110.76,0,0,0,72,142.884,113.724,0,0,0,73.8,146.608,116.688,0,0,0,75.6,150.332,119.652,0,0,0,77.4,154.056,122.616,0,0,0,79.2,157.78,125.58,0,0,0,81,161.504,128.544,0,0,0,82.8,165.228,131.508,0,0,0,84.6,168.952,134.472,0,0,0,86.4,172.676,137.436,0,0,0,88.2,176.4,140.4,0,0,0,90
Weathered Poison Straight Sword,83.3,0,0,0,0,45,88.396,0,0,0,0,46.8,93.492,0,0,0,0,48.6,98.588,0,0,0,0,50.4,103.684,0,0,0,0,52.2,108.78,0,0,0,0,54,113.876,0,0,0,0,55.8,118.972,0,0,0,0,57.6,124.068,0,0,0,0,59.4,129.164,0,0,0,0,61.2,134.26,0,0,0,0,63,139.356,0,0,0,0,64.8,144.452,0,0,0,0,66.6,149.548,0,0,0,0,68.4,154.644,0,0,0,0,70.2,159.74,0,0,0,0,72,164.836,0,0,0,0,73.8,169.932,0,0,0,0,75.6,175.028,0,0,0,0,77.4,180.124,0,0,0,0,79.2,185.22,0,0,0,0,81,190.316,0,0,0,0,82.8,195.412,0,0,0,0,84.6,200.508,0,0,0,0,86.4,205.604,0,0,0,0,88.2,210.7,0,0,0,0,90
Weathered Blood Straight Sword,83.3,0,0,0,0,45,88.396,0,0,0,0,46.8,93.492,0,0,0,0,48.6,98.588,0,0,0,0,50.4,103.684,0,0,0,0,52.2,108.78,0,0,0,0,54,113.876,0,0,0,0,55.8,118.972,0,0,0,0,57.6,124.068,0,0,0,0,59.4,129.164,0,0,0,0,61.2,134.26,0,0,0,0,63,139.356,0,0,0,0,64.8,144.452,0,0,0,0,66.6,149.548,0,0,0,0,68.4,154.644,0,0,0,0,70.2,159.74,0,0,0,0,72,164.836,0,0,0,0,73.8,169.932,0,0,0,0,75.6,175.028,0,0,0,0,77.4,180.124,0,0,0,0,79.2,185.22,0,0,0,0,81,190.316,0,0,0,0,82.8,195.412,0,0,0,0,84.6,200.508,0,0,0,0,86.4,205.604,0,0,0,0,88.2,210.7,0,0,0,0,90
