Name,Weapon Name,Affinity (Dropdown),Affinity,Max Upgrade,Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage Type,Weight,Weapon Type,2H Dual-Wield,Reinforce Type ID
Lightning Spiked Club,Spiked Club,Lightning,Lightning,25,12,7,0,0,0,Strike,5,Hammer,No,600
Sacred Spiked Club,Spiked Club,Sacred,Sacred,25,12,7,0,0,0,Strike,5,Hammer,No,700
Magic Spiked Club,Spiked Club,Magic,Magic,25,12,7,0,0,0,Strike,5,Hammer,No,800
Cold Spiked Club,Spiked Club,Cold,Cold,25,12,7,0,0,0,Strike,5,Hammer,No,900
Poison Spiked Club,Spiked Club,Poison,Poison,25,12,7,0,0,0,Strike,5,Hammer,No,1000
Blood Spiked Club,Spiked Club,Blood,Blood,25,12,7,0,0,0,Strike,5,Hammer,No,1100
Occult Spiked Club,Spiked Club,Occult,Occult,25,12,7,0,0,0,Strike,5,Hammer,No,1200
Hammer,Hammer,None,None,25,14,7,0,0,0,Strike,6.5,Hammer,No,0
Heavy Hammer,Hammer,Heavy,Heavy,25,14,7,0,0,0,Strike,6.5,Hammer,No,6000
Keen Hammer,Hammer,Keen,Keen,25,14,7,0,0,0,Strike,6.5,Hammer,No,200
Quality Hammer,Hammer,Quality,Quality,25,14,7,0,0,0,Strike,6.5,Hammer,No,300
Fire Hammer,Hammer,Fire,Fire,25,14,7,0,0,0,Strike,6.5,Hammer,No,400
Flame Art Hammer,Hammer,Flame Art,Flame Art,25,14,7,0,0,0,Strike,6.5,Hammer,No,500
Lightning Hammer,Hammer,Lightning,Lightning,25,14,7,0,0,0,Strike,6.5,Hammer,No,600
Sacred Hammer,Hammer,Sacred,Sacred,25,14,7,0,0,0,Strike,6.5,Hammer,No,700
Magic Hammer,Hammer,Magic,Magic,25,14,7,0,0,0,Strike,6.5,Hammer,No,800
Cold Hammer,Hammer,Cold,Cold,25,14,7,0,0,0,Strike,6.5,Hammer,No,900
Poison Hammer,Hammer,Poison,Poison,25,14,7,0,0,0,Strike,6.5,Hammer,No,1000
Blood Hammer,Hammer,Blood,Blood,25,14,7,0,0,0,Strike,6.5,Hammer,No,1100
Occult Hammer,Hammer,Occult,Occult,25,14,7,0,0,0,Strike,6.5,Hammer,No,1200
Monk's Flamemace,Monk's Flamemace,None,None,25,13,13,0,0,0,Strike,6,Hammer,No,0
Monk's Heavy Flamemace,Monk's Flamemace,Heavy,Heavy,25,13,13,0,0,0,Strike,6,Hammer,No,100
Monk's Keen Flamemace,Monk's Flamemace,Keen,Keen,25,13,13,0,0,0,Strike,6,Hammer,No,5000
Monk's Quality Flamemace,Monk's Flamemace,Quality,Quality,25,13,13,0,0,0,Strike,6,Hammer,No,300
Monk's Fire Flamemace,Monk's Flamemace,Fire,Fire,25,13,13,0,0,0,Strike,6,Hammer,No,400
Monk's Flame Art Flamemace,Monk's Flamemace,Flame Art,Flame Art,25,13,13,0,0,0,Strike,6,Hammer,No,500
Monk's Lightning Flamemace,Monk's Flamemace,Lightning,Lightning,25,13,13,0,0,0,Strike,6,Hammer,No,600
Monk's Sacred Flamemace,Monk's Flamemace,Sacred,Sacred,25,13,13,0,0,0,Strike,6,Hammer,No,700
Monk's Magic Flamemace,Monk's Flamemace,Magic,Magic,25,13,13,0,0,0,Strike,6,Hammer,No,800
Monk's Cold Flamemace,Monk's Flamemace,Cold,Cold,25,13,13,0,0,0,Strike,6,Hammer,No,900
Monk's Poison Flamemace,Monk's Flamemace,Poison,Poison,25,13,13,0,0,0,Strike,6,Hammer,No,1000
Monk's Blood Flamemace,Monk's Flamemace,Blood,Blood,25,13,13,0,0,0,Strike,6,Hammer,No,1100
Monk's Occult Flamemace,Monk's Flamemace,Occult,Occult,25,13,13,0,0,0,Strike,6,Hammer,No,1200
Envoy's Horn,Envoy's Horn,None,-,10,10,12,0,16,0,Strike,4,Hammer,No,2200
Scepter of the All-Knowing,Scepter of the All-Knowing,None,-,10,12,18,21,0,0,Strike/Pierce,4.5,Hammer,No,2200
Nox Flowing Hammer,Nox Flowing Hammer,None,-,10,17,7,0,0,0,Strike,6.5,Hammer,No,2200
Ringed Finger,Ringed Finger,None,-,10,15,9,0,0,0,Strike,4.5,Hammer,No,2200
Stone Club,Stone Club,None,None,25,16,8,0,0,0,Strike,7,Hammer,No,0
Heavy Stone Club,Stone Club,Heavy,Heavy,25,16,8,0,0,0,Strike,7,Hammer,No,6000
Keen Stone Club,Stone Club,Keen,Keen,25,16,8,0,0,0,Strike,7,Hammer,No,200
Quality Stone Club,Stone Club,Quality,Quality,25,16,8,0,0,0,Strike,7,Hammer,No,300
Fire Stone Club,Stone Club,Fire,Fire,25,16,8,0,0,0,Strike,7,Hammer,No,400
Flame Art Stone Club,Stone Club,Flame Art,Flame Art,25,16,8,0,0,0,Strike,7,Hammer,No,500
Lightning Stone Club,Stone Club,Lightning,Lightning,25,16,8,0,0,0,Strike,7,Hammer,No,600
Sacred Stone Club,Stone Club,Sacred,Sacred,25,16,8,0,0,0,Strike,7,Hammer,No,700
Magic Stone Club,Stone Club,Magic,Magic,25,16,8,0,0,0,Strike,7,Hammer,No,800
Cold Stone Club,Stone Club,Cold,Cold,25,16,8,0,0,0,Strike,7,Hammer,No,900
Poison Stone Club,Stone Club,Poison,Poison,25,16,8,0,0,0,Strike,7,Hammer,No,1000
Blood Stone Club,Stone Club,Blood,Blood,25,16,8,0,0,0,Strike,7,Hammer,No,1100
Occult Stone Club,Stone Club,Occult,Occult,25,16,8,0,0,0,Strike,7,Hammer,No,1200
Marika's Hammer,Marika's Hammer,None,-,10,20,12,0,19,0,Strike,6,Hammer,No,2200
Large Club,Large Club,None,None,25,22,0,0,0,0,Strike,8.5,Great Hammer,No,0
Heavy Large Club,Large Club,Heavy,Heavy,25,22,0,0,0,0,Strike,8.5,Great Hammer,No,6000
Keen Large Club,Large Club,Keen,Keen,25,22,0,0,0,0,Strike,8.5,Great Hammer,No,200
Quality Large Club,Large Club,Quality,Quality,25,22,0,0,0,0,Strike,8.5,Great Hammer,No,300
Fire Large Club,Large Club,Fire,Fire,25,22,0,0,0,0,Strike,8.5,Great Hammer,No,400
Flame Art Large Club,Large Club,Flame Art,Flame Art,25,22,0,0,0,0,Strike,8.5,Great Hammer,No,500
Lightning Large Club,Large Club,Lightning,Lightning,25,22,0,0,0,0,Strike,8.5,Great Hammer,No,600
Sacred Large Club,Large Club,Sacred,Sacred,25,22,0,0,0,0,Strike,8.5,Great Hammer,No,700
Magic Large Club,Large Club,Magic,Magic,25,22,0,0,0,0,Strike,8.5,Great Hammer,No,800
Cold Large Club,Large Club,Cold,Cold,25,22,0,0,0,0,Strike,8.5,Great Hammer,No,900
Poison Large Club,Large Club,Poison,Poison,25,22,0,0,0,0,Strike,8.5,Great Hammer,No,1000
Blood Large Club,Large Club,Blood,Blood,25,22,0,0,0,0,Strike,8.5,Great Hammer,No,1100
Occult Large Club,Large Club,Occult,Occult,25,22,0,0,0,0,Strike,8.5,Great Hammer,No,1200
Greathorn Hammer,Greathorn Hammer,None,None,25,22,10,0,0,0,Strike,10,Great Hammer,No,0
Heavy Greathorn Hammer,Greathorn Hammer,Heavy,Heavy,25,22,10,0,0,0,Strike,10,Great Hammer,No,100
Keen Greathorn Hammer,Greathorn Hammer,Keen,Keen,25,22,10,0,0,0,Strike,10,Great Hammer,No,200
Quality Greathorn Hammer,Greathorn Hammer,Quality,Quality,25,22,10,0,0,0,Strike,10,Great Hammer,No,300
Fire Greathorn Hammer,Greathorn Hammer,Fire,Fire,25,22,10,0,0,0,Strike,10,Great Hammer,No,400
Flame Art Greathorn Hammer,Greathorn Hammer,Flame Art,Flame Art,25,22,10,0,0,0,Strike,10,Great Hammer,No,500
Lightning Greathorn Hammer,Greathorn Hammer,Lightning,Lightning,25,22,10,0,0,0,Strike,10,Great Hammer,No,600
Sacred Greathorn Hammer,Greathorn Hammer,Sacred,Sacred,25,22,10,0,0,0,Strike,10,Great Hammer,No,700
Magic Greathorn Hammer,Greathorn Hammer,Magic,Magic,25,22,10,0,0,0,Strike,10,Great Hammer,No,800
Cold Greathorn Hammer,Greathorn Hammer,Cold,Cold,25,22,10,0,0,0,Strike,10,Great Hammer,No,900
Poison Greathorn Hammer,Greathorn Hammer,Poison,Poison,25,22,10,0,0,0,Strike,10,Great Hammer,No,1000
Blood Greathorn Hammer,Greathorn Hammer,Blood,Blood,25,22,10,0,0,0,Strike,10,Great Hammer,No,1100
Occult Greathorn Hammer,Greathorn Hammer,Occult,Occult,25,22,10,0,0,0,Strike,10,Great Hammer,No,1200
Battle Hammer,Battle Hammer,None,None,25,26,8,0,0,0,Strike,10,Great Hammer,No,0
Heavy Battle Hammer,Battle Hammer,Heavy,Heavy,25,26,8,0,0,0,Strike,10,Great Hammer,No,6000
Keen Battle Hammer,Battle Hammer,Keen,Keen,25,26,8,0,0,0,Strike,10,Great Hammer,No,200
Quality Battle Hammer,Battle Hammer,Quality,Quality,25,26,8,0,0,0,Strike,10,Great Hammer,No,300
Fire Battle Hammer,Battle Hammer,Fire,Fire,25,26,8,0,0,0,Strike,10,Great Hammer,No,400
Flame Art Battle Hammer,Battle Hammer,Flame Art,Flame Art,25,26,8,0,0,0,Strike,10,Great Hammer,No,500
Lightning Battle Hammer,Battle Hammer,Lightning,Lightning,25,26,8,0,0,0,Strike,10,Great Hammer,No,600
Sacred Battle Hammer,Battle Hammer,Sacred,Sacred,25,26,8,0,0,0,Strike,10,Great Hammer,No,700
Magic Battle Hammer,Battle Hammer,Magic,Magic,25,26,8,0,0,0,Strike,10,Great Hammer,No,800
Cold Battle Hammer,Battle Hammer,Cold,Cold,25,26,8,0,0,0,Strike,10,Great Hammer,No,900
Poison Battle Hammer,Battle Hammer,Poison,Poison,25,26,8,0,0,0,Strike,10,Great Hammer,No,1000
Blood Battle Hammer,Battle Hammer,Blood,Blood,25,26,8,0,0,0,Strike,10,Great Hammer,No,1100
Occult Battle Hammer,Battle Hammer,Occult,Occult,25,26,8,0,0,0,Strike,10,Great Hammer,No,1200
Great Mace,Great Mace,None,None,25,28,0,0,0,0,Strike,11.5,Great Hammer,No,0
Heavy Great Mace,Great Mace,Heavy,Heavy,25,28,0,0,0,0,Strike,11.5,Great Hammer,No,6000
Keen Great Mace,Great Mace,Keen,Keen,25,28,0,0,0,0,Strike,11.5,Great Hammer,No,200
Quality Great Mace,Great Mace,Quality,Quality,25,28,0,0,0,0,Strike,11.5,Great Hammer,No,300
Fire Great Mace,Great Mace,Fire,Fire,25,28,0,0,0,0,Strike,11.5,Great Hammer,No,400
Flame Art Great Mace,Great Mace,Flame Art,Flame Art,25,28,0,0,0,0,Strike,11.5,Great Hammer,No,500
Lightning Great Mace,Great Mace,Lightning,Lightning,25,28,0,0,0,0,Strike,11.5,Great Hammer,No,600
Sacred Great Mace,Great Mace,Sacred,Sacred,25,28,0,0,0,0,Strike,11.5,Great Hammer,No,700
Magic Great Mace,Great Mace,Magic,Magic,25,28,0,0,0,0,Strike,11.5,Great Hammer,No,800
Cold Great Mace,Great Mace,Cold,Cold,25,28,0,0,0,0,Strike,11.5,Great Hammer,No,900
Poison Great Mace,Great Mace,Poison,Poison,25,28,0,0,0,0,Strike,11.5,Great Hammer,No,1000
Blood Great Mace,Great Mace,Blood,Blood,25,28,0,0,0,0,Strike,11.5,Great Hammer,No,1100
Occult Great Mace,Great Mace,Occult,Occult,25,28,0,0,0,0,Strike,11.5,Great Hammer,No,1200
Curved Great Club,Curved Great Club,None,None,25,24,10,0,0,0,Strike,10,Great Hammer,No,0
Heavy Curved Great Club,Curved Great Club,Heavy,Heavy,25,24,10,0,0,0,Strike,10,Great Hammer,No,100
Keen Curved Great Club,Curved Great Club,Keen,Keen,25,24,10,0,0,0,Strike,10,Great Hammer,No,200
Quality Curved Great Club,Curved Great Club,Quality,Quality,25,24,10,0,0,0,Strike,10,Great Hammer,No,300
Fire Curved Great Club,Curved Great Club,Fire,Fire,25,24,10,0,0,0,Strike,10,Great Hammer,No,400
Flame Art Curved Great Club,Curved Great Club,Flame Art,Flame Art,25,24,10,0,0,0,Strike,10,Great Hammer,No,500
Lightning Curved Great Club,Curved Great Club,Lightning,Lightning,25,24,10,0,0,0,Strike,10,Great Hammer,No,600
Sacred Curved Great Club,Curved Great Club,Sacred,Sacred,25,24,10,0,0,0,Strike,10,Great Hammer,No,700
Magic Curved Great Club,Curved Great Club,Magic,Magic,25,24,10,0,0,0,Strike,10,Great Hammer,No,800
Cold Curved Great Club,Curved Great Club,Cold,Cold,25,24,10,0,0,0,Strike,10,Great Hammer,No,900
Poison Curved Great Club,Curved Great Club,Poison,Poison,25,24,10,0,0,0,Strike,10,Great Hammer,No,1000
Blood Curved Great Club,Curved Great Club,Blood,Blood,25,24,10,0,0,0,Strike,10,Great Hammer,No,1100
Occult Curved Great Club,Curved Great Club,Occult,Occult,25,24,10,0,0,0,Strike,10,Great Hammer,No,1200
Celebrant's Skull,Celebrant's Skull,None,None,25,18,12,0,0,0,Strike,8.5,Great Hammer,No,0
Celebrant's Heavy Skull,Celebrant's Skull,Heavy,Heavy,25,18,12,0,0,0,Strike,8.5,Great Hammer,No,100
Celebrant's Keen Skull,Celebrant's Skull,Keen,Keen,25,18,12,0,0,0,Strike,8.5,Great Hammer,No,200
Celebrant's Quality Skull,Celebrant's Skull,Quality,Quality,25,18,12,0,0,0,Strike,8.5,Great Hammer,No,300
Celebrant's Fire Skull,Celebrant's Skull,Fire,Fire,25,18,12,0,0,0,Strike,8.5,Great Hammer,No,400
Celebrant's Flame Art Skull,Celebrant's Skull,Flame Art,Flame Art,25,18,12,0,0,0,Strike,8.5,Great Hammer,No,500
Celebrant's Lightning Skull,Celebrant's Skull,Lightning,Lightning,25,18,12,0,0,0,Strike,8.5,Great Hammer,No,600
Celebrant's Sacred Skull,Celebrant's Skull,Sacred,Sacred,25,18,12,0,0,0,Strike,8.5,Great Hammer,No,700
Celebrant's Magic Skull,Celebrant's Skull,Magic,Magic,25,18,12,0,0,0,Strike,8.5,Great Hammer,No,800
Celebrant's Cold Skull,Celebrant's Skull,Cold,Cold,25,18,12,0,0,0,Strike,8.5,Great Hammer,No,900
Celebrant's Poison Skull,Celebrant's Skull,Poison,Poison,25,18,12,0,0,0,Strike,8.5,Great Hammer,No,1000
Celebrant's Blood Skull,Celebrant's Skull,Blood,Blood,25,18,12,0,0,0,Strike,8.5,Great Hammer,No,1100
Celebrant's Occult Skull,Celebrant's Skull,Occult,Occult,25,18,12,0,0,0,Strike,8.5,Great Hammer,No,1200
Pickaxe,Pickaxe,None,None,25,22,10,0,0,0,Pierce,10,Great Hammer,No,0
Heavy Pickaxe,Pickaxe,Heavy,Heavy,25,22,10,0,0,0,Pierce,10,Great Hammer,No,6000
Keen Pickaxe,Pickaxe,Keen,Keen,25,22,10,0,0,0,Pierce,10,Great Hammer,No,200
Quality Pickaxe,Pickaxe,Quality,Quality,25,22,10,0,0,0,Pierce,10,Great Hammer,No,300
Fire Pickaxe,Pickaxe,Fire,Fire,25,22,10,0,0,0,Pierce,10,Great Hammer,No,400
Flame Art Pickaxe,Pickaxe,Flame Art,Flame Art,25,22,10,0,0,0,Pierce,10,Great Hammer,No,500
Lightning Pickaxe,Pickaxe,Lightning,Lightning,25,22,10,0,0,0,Pierce,10,Great Hammer,No,600
Sacred Pickaxe,Pickaxe,Sacred,Sacred,25,22,10,0,0,0,Pierce,10,Great Hammer,No,700
Magic Pickaxe,Pickaxe,Magic,Magic,25,22,10,0,0,0,Pierce,10,Great Hammer,No,800
Cold Pickaxe,Pickaxe,Cold,Cold,25,22,10,0,0,0,Pierce,10,Great Hammer,No,900
Poison Pickaxe,Pickaxe,Poison,Poison,25,22,10,0,0,0,Pierce,10,Great Hammer,No,1000
Blood Pickaxe,Pickaxe,Blood,Blood,25,22,10,0,0,0,Pierce,10,Great Hammer,No,1100
Occult Pickaxe,Pickaxe,Occult,Occult,25,22,10,0,0,0,Pierce,10,Great Hammer,No,1200
Beastclaw Greathammer,Beastclaw Greathammer,None,-,10,20,10,0,18,0,Strike,9,Great Hammer,No,2200
Envoy's Long Horn,Envoy's Long Horn,None,-,10,23,11,0,18,0,Strike,9.5,Great Hammer,No,2200
Cranial Vessel Candlestand,Cranial Vessel Candlestand,None,-,10,26,8,0,22,0,Strike,12.5,Great Hammer,No,2200
Great Stars,Great Stars,None,None,25,22,12,0,0,0,Strike,10,Great Hammer,No,0
Heavy Great Stars,Great Stars,Heavy,Heavy,25,22,12,0,0,0,Strike,10,Great Hammer,No,100
Keen Great Stars,Great Stars,Keen,Keen,25,22,12,0,0,0,Strike,10,Great Hammer,No,200
Quality Great Stars,Great Stars,Quality,Quality,25,22,12,0,0,0,Strike,10,Great Hammer,No,300
Fire Great Stars,Great Stars,Fire,Fire,25,22,12,0,0,0,Strike,10,Great Hammer,No,400
Flame Art Great Stars,Great Stars,Flame Art,Flame Art,25,22,12,0,0,0,Strike,10,Great Hammer,No,500
Lightning Great Stars,Great Stars,Lightning,Lightning,25,22,12,0,0,0,Strike,10,Great Hammer,No,600
Sacred Great Stars,Great Stars,Sacred,Sacred,25,22,12,0,0,0,Strike,10,Great Hammer,No,700
Magic Great Stars,Great Stars,Magic,Magic,25,22,12,0,0,0,Strike,10,Great Hammer,No,800
Cold Great Stars,Great Stars,Cold,Cold,25,22,12,0,0,0,Strike,10,Great Hammer,No,900
Poison Great Stars,Great Stars,Poison,Poison,25,22,12,0,0,0,Strike,10,Great Hammer,No,1000
Blood Great Stars,Great Stars,Blood,Blood,25,22,12,0,0,0,Strike,10,Great Hammer,No,1100
Occult Great Stars,Great Stars,Occult,Occult,25,22,12,0,0,0,Strike,10,Great Hammer,No,1200
Brick Hammer,Brick Hammer,None,None,25,31,0,0,0,0,Strike,12.5,Great Hammer,No,0
Heavy Brick Hammer,Brick Hammer,Heavy,Heavy,25,31,0,0,0,0,Strike,12.5,Great Hammer,No,6000
Keen Brick Hammer,Brick Hammer,Keen,Keen,25,31,0,0,0,0,Strike,12.5,Great Hammer,No,200
Quality Brick Hammer,Brick Hammer,Quality,Quality,25,31,0,0,0,0,Strike,12.5,Great Hammer,No,300
Fire Brick Hammer,Brick Hammer,Fire,Fire,25,31,0,0,0,0,Strike,12.5,Great Hammer,No,400
Flame Art Brick Hammer,Brick Hammer,Flame Art,Flame Art,25,31,0,0,0,0,Strike,12.5,Great Hammer,No,500
Lightning Brick Hammer,Brick Hammer,Lightning,Lightning,25,31,0,0,0,0,Strike,12.5,Great Hammer,No,600
Sacred Brick Hammer,Brick Hammer,Sacred,Sacred,25,31,0,0,0,0,Strike,12.5,Great Hammer,No,700
Magic Brick Hammer,Brick Hammer,Magic,Magic,25,31,0,0,0,0,Strike,12.5,Great Hammer,No,800
Cold Brick Hammer,Brick Hammer,Cold,Cold,25,31,0,0,0,0,Strike,12.5,Great Hammer,No,900
Poison Brick Hammer,Brick Hammer,Poison,Poison,25,31,0,0,0,0,Strike,12.5,Great Hammer,No,1000
Blood Brick Hammer,Brick Hammer,Blood,Blood,25,31,0,0,0,0,Strike,12.5,Great Hammer,No,1100
Occult Brick Hammer,Brick Hammer,Occult,Occult,25,31,0,0,0,0,Strike,12.5,Great Hammer,No,1200
Devourer's Scepter,Devourer's Scepter,None,-,10,24,20,0,25,0,Strike,11.5,Great Hammer,No,2200
Rotten Battle Hammer,Rotten Battle Hammer,None,None,25,26,8,0,0,0,Strike,10,Great Hammer,No,0
Heavy Rotten Battle Hammer,Rotten Battle Hammer,Heavy,Heavy,25,26,8,0,0,0,Strike,10,Great Hammer,No,6000
Keen Rotten Battle Hammer,Rotten Battle Hammer,Keen,Keen,25,26,8,0,0,0,Strike,10,Great Hammer,No,200
Quality Rotten Battle Hammer,Rotten Battle Hammer,Quality,Quality,25,26,8,0,0,0,Strike,10,Great Hammer,No,300
Fire Rotten Battle Hammer,Rotten Battle Hammer,Fire,Fire,25,26,8,0,0,0,Strike,10,Great Hammer,No,400
Flame Art Rotten Battle Hammer,Rotten Battle Hammer,Flame Art,Flame Art,25,26,8,0,0,0,Strike,10,Great Hammer,No,500
Lightning Rotten Battle Hammer,Rotten Battle Hammer,Lightning,Lightning,25,26,8,0,0,0,Strike,10,Great Hammer,No,600
Sacred Rotten Battle Hammer,Rotten Battle Hammer,Sacred,Sacred,25,26,8,0,0,0,Strike,10,Great Hammer,No,700
Magic Rotten Battle Hammer,Rotten Battle Hammer,Magic,Magic,25,26,8,0,0,0,Strike,10,Great Hammer,No,800
Cold Rotten Battle Hammer,Rotten Battle Hammer,Cold,Cold,25,26,8,0,0,0,Strike,10,Great Hammer,No,900
Poison Rotten Battle Hammer,Rotten Battle Hammer,Poison,Poison,25,26,8,0,0,0,Strike,10,Great Hammer,No,1000
Blood Rotten Battle Hammer,Rotten Battle Hammer,Blood,Blood,25,26,8,0,0,0,Strike,10,Great Hammer,No,1100
Occult Rotten Battle Hammer,Rotten Battle Hammer,Occult,Occult,25,26,8,0,0,0,Strike,10,Great Hammer,No,1200
Nightrider Flail,Nightrider Flail,None,None,25,10,24,0,0,0,Strike,6,Flail,No,0
Heavy Nightrider Flail,Nightrider Flail,Heavy,Heavy,25,10,24,0,0,0,Strike,6,Flail,No,100
Keen Nightrider Flail,Nightrider Flail,Keen,Keen,25,10,24,0,0,0,Strike,6,Flail,No,5000
Quality Nightrider Flail,Nightrider Flail,Quality,Quality,25,10,24,0,0,0,Strike,6,Flail,No,300
Fire Nightrider Flail,Nightrider Flail,Fire,Fire,25,10,24,0,0,0,Strike,6,Flail,No,400
Flame Art Nightrider Flail,Nightrider Flail,Flame Art,Flame Art,25,10,24,0,0,0,Strike,6,Flail,No,500
Lightning Nightrider Flail,Nightrider Flail,Lightning,Lightning,25,10,24,0,0,0,Strike,6,Flail,No,600
Sacred Nightrider Flail,Nightrider Flail,Sacred,Sacred,25,10,24,0,0,0,Strike,6,Flail,No,700
Magic Nightrider Flail,Nightrider Flail,Magic,Magic,25,10,24,0,0,0,Strike,6,Flail,No,800
Cold Nightrider Flail,Nightrider Flail,Cold,Cold,25,10,24,0,0,0,Strike,6,Flail,No,900
Poison Nightrider Flail,Nightrider Flail,Poison,Poison,25,10,24,0,0,0,Strike,6,Flail,No,1000
Blood Nightrider Flail,Nightrider Flail,Blood,Blood,25,10,24,0,0,0,Strike,6,Flail,No,1100
Occult Nightrider Flail,Nightrider Flail,Occult,Occult,25,10,24,0,0,0,Strike,6,Flail,No,1200
Flail,Flail,None,None,25,10,18,0,0,0,Strike,5,Flail,No,0
Heavy Flail,Flail,Heavy,Heavy,25,10,18,0,0,0,Strike,5,Flail,No,100
Keen Flail,Flail,Keen,Keen,25,10,18,0,0,0,Strike,5,Flail,No,200
Quality Flail,Flail,Quality,Quality,25,10,18,0,0,0,Strike,5,Flail,No,300
Fire Flail,Flail,Fire,Fire,25,10,18,0,0,0,Strike,5,Flail,No,400
Flame Art Flail,Flail,Flame Art,Flame Art,25,10,18,0,0,0,Strike,5,Flail,No,500
Lightning Flail,Flail,Lightning,Lightning,25,10,18,0,0,0,Strike,5,Flail,No,600
Sacred Flail,Flail,Sacred,Sacred,25,10,18,0,0,0,Strike,5,Flail,No,700
Magic Flail,Flail,Magic,Magic,25,10,18,0,0,0,Strike,5,Flail,No,800
Cold Flail,Flail,Cold,Cold,25,10,18,0,0,0,Strike,5,Flail,No,900
Poison Flail,Flail,Poison,Poison,25,10,18,0,0,0,Strike,5,Flail,No,1000
Blood Flail,Flail,Blood,Blood,25,10,18,0,0,0,Strike,5,Flail,No,1100
Occult Flail,Flail,Occult,Occult,25,10,18,0,0,0,Strike,5,Flail,No,1200
Family Heads,Family Heads,None,-,10,8,18,16,0,0,Strike,5.5,Flail,No,2200
Bastard's Stars,Bastard's Stars,None,-,10,8,22,22,0,0,Strike,5.5,Flail,No,2200
Chainlink Flail,Chainlink Flail,None,None,25,18,12,0,0,0,Strike,8,Flail,No,0
Heavy Chainlink Flail,Chainlink Flail,Heavy,Heavy,25,18,12,0,0,0,Strike,8,Flail,No,6000
Keen Chainlink Flail,Chainlink Flail,Keen,Keen,25,18,12,0,0,0,Strike,8,Flail,No,200
Quality Chainlink Flail,Chainlink Flail,Quality,Quality,25,18,12,0,0,0,Strike,8,Flail,No,300
Fire Chainlink Flail,Chainlink Flail,Fire,Fire,25,18,12,0,0,0,Strike,8,Flail,No,400
Flame Art Chainlink Flail,Chainlink Flail,Flame Art,Flame Art,25,18,12,0,0,0,Strike,8,Flail,No,500
Lightning Chainlink Flail,Chainlink Flail,Lightning,Lightning,25,18,12,0,0,0,Strike,8,Flail,No,600
Sacred Chainlink Flail,Chainlink Flail,Sacred,Sacred,25,18,12,0,0,0,Strike,8,Flail,No,700
Magic Chainlink Flail,Chainlink Flail,Magic,Magic,25,18,12,0,0,0,Strike,8,Flail,No,800
Cold Chainlink Flail,Chainlink Flail,Cold,Cold,25,18,12,0,0,0,Strike,8,Flail,No,900
Poison Chainlink Flail,Chainlink Flail,Poison,Poison,25,18,12,0,0,0,Strike,8,Flail,No,1000
Blood Chainlink Flail,Chainlink Flail,Blood,Blood,25,18,12,0,0,0,Strike,8,Flail,No,1100
Occult Chainlink Flail,Chainlink Flail,Occult,Occult,25,18,12,0,0,0,Strike,8,Flail,No,1200
Battle Axe,Battle Axe,None,None,25,12,8,0,0,0,Standard,4.5,Axe,No,0
Heavy Battle Axe,Battle Axe,Heavy,Heavy,25,12,8,0,0,0,Standard,4.5,Axe,No,100
Keen Battle Axe,Battle Axe,Keen,Keen,25,12,8,0,0,0,Standard,4.5,Axe,No,200
Quality Battle Axe,Battle Axe,Quality,Quality,25,12,8,0,0,0,Standard,4.5,Axe,No,300
Fire Battle Axe,Battle Axe,Fire,Fire,25,12,8,0,0,0,Standard,4.5,Axe,No,400
Flame Art Battle Axe,Battle Axe,Flame Art,Flame Art,25,12,8,0,0,0,Standard,4.5,Axe,No,500
Lightning Battle Axe,Battle Axe,Lightning,Lightning,25,12,8,0,0,0,Standard,4.5,Axe,No,600
Sacred Battle Axe,Battle Axe,Sacred,Sacred,25,12,8,0,0,0,Standard,4.5,Axe,No,700
Magic Battle Axe,Battle Axe,Magic,Magic,25,12,8,0,0,0,Standard,4.5,Axe,No,800
Cold Battle Axe,Battle Axe,Cold,Cold,25,12,8,0,0,0,Standard,4.5,Axe,No,900
Poison Battle Axe,Battle Axe,Poison,Poison,25,12,8,0,0,0,Standard,4.5,Axe,No,1000
Blood Battle Axe,Battle Axe,Blood,Blood,25,12,8,0,0,0,Standard,4.5,Axe,No,1100
Occult Battle Axe,Battle Axe,Occult,Occult,25,12,8,0,0,0,Standard,4.5,Axe,No,1200
Forked Hatchet,Forked Hatchet,None,None,25,9,14,0,0,0,Standard,2.5,Axe,No,0
Heavy Forked Hatchet,Forked Hatchet,Heavy,Heavy,25,9,14,0,0,0,Standard,2.5,Axe,No,100
Keen Forked Hatchet,Forked Hatchet,Keen,Keen,25,9,14,0,0,0,Standard,2.5,Axe,No,5000
Quality Forked Hatchet,Forked Hatchet,Quality,Quality,25,9,14,0,0,0,Standard,2.5,Axe,No,300
Fire Forked Hatchet,Forked Hatchet,Fire,Fire,25,9,14,0,0,0,Standard,2.5,Axe,No,400
Flame Art Forked Hatchet,Forked Hatchet,Flame Art,Flame Art,25,9,14,0,0,0,Standard,2.5,Axe,No,500
Lightning Forked Hatchet,Forked Hatchet,Lightning,Lightning,25,9,14,0,0,0,Standard,2.5,Axe,No,600
Sacred Forked Hatchet,Forked Hatchet,Sacred,Sacred,25,9,14,0,0,0,Standard,2.5,Axe,No,700
Magic Forked Hatchet,Forked Hatchet,Magic,Magic,25,9,14,0,0,0,Standard,2.5,Axe,No,800
