Name,Str +0,Dex +0,Int +0,Fai +0,Arc +0,Str +1,Dex +1,Int +1,Fai +1,Arc +1,Str +2,Dex +2,Int +2,Fai +2,Arc +2,Str +3,Dex +3,Int +3,Fai +3,Arc +3,Str +4,Dex +4,Int +4,Fai +4,Arc +4,Str +5,Dex +5,Int +5,Fai +5,Arc +5,Str +6,Dex +6,Int +6,Fai +6,Arc +6,Str +7,Dex +7,Int +7,Fai +7,Arc +7,Str +8,Dex +8,Int +8,Fai +8,Arc +8,Str +9,Dex +9,Int +9,Fai +9,Arc +9,Str +10,Dex +10,Int +10,Fai +10,Arc +10,Str +11,Dex +11,Int +11,Fai +11,Arc +11,Str +12,Dex +12,Int +12,Fai +12,Arc +12,Str +13,Dex +13,Int +13,Fai +13,Arc +13,Str +14,Dex +14,Int +14,Fai +14,Arc +14,Str +15,Dex +15,Int +15,Fai +15,Arc +15,Str +16,Dex +16,Int +16,Fai +16,Arc +16,Str +17,Dex +17,Int +17,Fai +17,Arc +17,Str +18,Dex +18,Int +18,Fai +18,Arc +18,Str +19,Dex +19,Int +19,Fai +19,Arc +19,Str +20,Dex +20,Int +20,Fai +20,Arc +20,Str +21,Dex +21,Int +21,Fai +21,Arc +21,Str +22,Dex +22,Int +22,Fai +22,Arc +22,Str +23,Dex +23,Int +23,Fai +23,Arc +23,Str +24,Dex +24,Int +24,Fai +24,Arc +24,Str +25,Dex +25,Int +25,Fai +25,Arc +25
Flame Art Omen Cleaver,0.064,0.064,0,0.44,0,0.068,0.068,0,0.4708,0,0.072,0.072,0,0.5016,0,0.076,0.076,0,0.5324,0,0.08,0.08,0,0.5632,0,0.084,0.084,0,0.594,0,0.088,0.088,0,0.6248,0,0.092,0.092,0,0.6556,0,0.096,0.096,0,0.6864,0,0.1,0.1,0,0.7172,0,0.104,0.104,0,0.748,0,0.1072,0.1072,0,0.77,0,0.1104,0.1104,0,0.792,0,0.1136,0.1136,0,0.814,0,0.1168,0.1168,0,0.836,0,0.12,0.12,0,0.858,0,0.1232,0.1232,0,0.88,0,0.1264,0.1264,0,0.902,0,0.1296,0.1296,0,0.924,0,0.1328,0.1328,0,0.946,0,0.136,0.136,0,0.968,0,0.1376,0.1376,0,0.9768,0,0.1392,0.1392,0,0.9856,0,0.1408,0.1408,0,0.9944,0,0.1424,0.1424,0,1.0032,0,0.144,0.144,0,1.012,0
Lightning Omen Cleaver,0.085,0.494,0,0,0,0.0901,0.5092,0,0,0,0.0952,0.5244,0,0,0,0.1003,0.5396,0,0,0,0.1054,0.5548,0,0,0,0.1105,0.57,0,0,0,0.1156,0.5852,0,0,0,0.1207,0.6004,0,0,0,0.1258,0.6156,0,0,0,0.1309,0.6308,0,0,0,0.136,0.646,0,0,0,0.1411,0.6574,0,0,0,0.1462,0.6688,0,0,0,0.1513,0.6802,0,0,0,0.1564,0.6916,0,0,0,0.1615,0.703,0,0,0,0.1666,0.7144,0,0,0,0.1717,0.7258,0,0,0,0.1768,0.7372,0,0,0,0.1819,0.7486,0,0,0,0.187,0.76,0,0,0,0.1904,0.7676,0,0,0,0.1938,0.7752,0,0,0,0.1972,0.7828,0,0,0,0.2006,0.7904,0,0,0,0.204,0.798,0,0,0
Sacred Omen Cleaver,0.08,0.08,0,0.44,0,0.0832,0.0832,0,0.4708,0,0.0864,0.0864,0,0.5016,0,0.0896,0.0896,0,0.5324,0,0.0928,0.0928,0,0.5632,0,0.096,0.096,0,0.594,0,0.0992,0.0992,0,0.6248,0,0.1024,0.1024,0,0.6556,0,0.1056,0.1056,0,0.6864,0,0.1088,0.1088,0,0.7172,0,0.112,0.112,0,0.748,0,0.1144,0.1144,0,0.77,0,0.1168,0.1168,0,0.792,0,0.1192,0.1192,0,0.814,0,0.1216,0.1216,0,0.836,0,0.124,0.124,0,0.858,0,0.1264,0.1264,0,0.88,0,0.1288,0.1288,0,0.902,0,0.1312,0.1312,0,0.924,0,0.1336,0.1336,0,0.946,0,0.136,0.136,0,0.968,0,0.1376,0.1376,0,0.9768,0,0.1392,0.1392,0,0.9856,0,0.1408,0.1408,0,0.9944,0,0.1424,0.1424,0,1.0032,0,0.144,0.144,0,1.012,0
Magic Omen Cleaver,0.104,0.096,0.43,0,0,0.1079,0.0996,0.4601,0,0,0.1118,0.1032,0.4902,0,0,0.1157,0.1068,0.5203,0,0,0.1196,0.1104,0.5504,0,0,0.1235,0.114,0.5805,0,0,0.1274,0.1176,0.6106,0,0,0.1313,0.1212,0.6407,0,0,0.1352,0.1248,0.6708,0,0,0.1391,0.1284,0.7009,0,0,0.143,0.132,0.731,0,0,0.1443,0.1332,0.7525,0,0,0.1456,0.1344,0.774,0,0,0.1469,0.1356,0.7955,0,0,0.1482,0.1368,0.817,0,0,0.1495,0.138,0.8385,0,0,0.1508,0.1392,0.86,0,0,0.1521,0.1404,0.8815,0,0,0.1534,0.1416,0.903,0,0,0.1547,0.1428,0.9245,0,0,0.156,0.144,0.946,0,0,0.1586,0.1464,0.9589,0,0,0.1612,0.1488,0.9718,0,0,0.1638,0.1512,0.9847,0,0,0.1664,0.1536,0.9976,0,0,0.169,0.156,1.0105,0,0
Cold Omen Cleaver,0.39,0.38,0.34,0,0,0.4095,0.399,0.357,0,0,0.429,0.418,0.374,0,0,0.4485,0.437,0.391,0,0,0.468,0.456,0.408,0,0,0.4875,0.475,0.425,0,0,0.507,0.494,0.442,0,0,0.5265,0.513,0.459,0,0,0.546,0.532,0.476,0,0,0.5655,0.551,0.493,0,0,0.585,0.57,0.51,0,0,0.5967,0.5814,0.5236,0,0,0.6084,0.5928,0.5372,0,0,0.6201,0.6042,0.5508,0,0,0.6318,0.6156,0.5644,0,0,0.6435,0.627,0.578,0,0,0.6552,0.6384,0.5916,0,0,0.6669,0.6498,0.6052,0,0,0.6786,0.6612,0.6188,0,0,0.6903,0.6726,0.6324,0,0,0.702,0.684,0.646,0,0,0.7098,0.6916,0.6528,0,0,0.7176,0.6992,0.6596,0,0,0.7254,0.7068,0.6664,0,0,0.7332,0.7144,0.6732,0,0,0.741,0.722,0.68,0,0
Poison Omen Cleaver,0.41,0.4,0,0,0.3,0.4264,0.416,0,0,0.309,0.4428,0.432,0,0,0.318,0.4592,0.448,0,0,0.327,0.4756,0.464,0,0,0.336,0.492,0.48,0,0,0.345,0.5084,0.496,0,0,0.354,0.5248,0.512,0,0,0.363,0.5412,0.528,0,0,0.372,0.5576,0.544,0,0,0.381,0.574,0.56,0,0,0.39,0.5863,0.572,0,0,0.393,0.5986,0.584,0,0,0.396,0.6109,0.596,0,0,0.399,0.6232,0.608,0,0,0.402,0.6355,0.62,0,0,0.405,0.6478,0.632,0,0,0.408,0.6601,0.644,0,0,0.411,0.6724,0.656,0,0,0.414,0.6847,0.668,0,0,0.417,0.697,0.68,0,0,0.42,0.7134,0.696,0,0,0.423,0.7298,0.712,0,0,0.426,0.7462,0.728,0,0,0.429,0.7626,0.744,0,0,0.432,0.779,0.76,0,0,0.435
Blood Omen Cleaver,0.41,0.4,0,0,0.3,0.4264,0.416,0,0,0.309,0.4428,0.432,0,0,0.318,0.4592,0.448,0,0,0.327,0.4756,0.464,0,0,0.336,0.492,0.48,0,0,0.345,0.5084,0.496,0,0,0.354,0.5248,0.512,0,0,0.363,0.5412,0.528,0,0,0.372,0.5576,0.544,0,0,0.381,0.574,0.56,0,0,0.39,0.5863,0.572,0,0,0.393,0.5986,0.584,0,0,0.396,0.6109,0.596,0,0,0.399,0.6232,0.608,0,0,0.402,0.6355,0.62,0,0,0.405,0.6478,0.632,0,0,0.408,0.6601,0.644,0,0,0.411,0.6724,0.656,0,0,0.414,0.6847,0.668,0,0,0.417,0.697,0.68,0,0,0.42,0.7134,0.696,0,0,0.423,0.7298,0.712,0,0,0.426,0.7462,0.728,0,0,0.429,0.7626,0.744,0,0,0.432,0.779,0.76,0,0,0.435
Occult Omen Cleaver,0.136,0.136,0,0,0.73,0.1428,0.1428,0,0,0.7592,0.1496,0.1496,0,0,0.7884,0.1564,0.1564,0,0,0.8176,0.1632,0.1632,0,0,0.8468,0.17,0.17,0,0,0.876,0.1768,0.1768,0,0,0.9052,0.1836,0.1836,0,0,0.9344,0.1904,0.1904,0,0,0.9636,0.1972,0.1972,0,0,0.9928,0.204,0.204,0,0,1.022,0.2074,0.2074,0,0,1.0439,0.2108,0.2108,0,0,1.0658,0.2142,0.2142,0,0,1.0877,0.2176,0.2176,0,0,1.1096,0.221,0.221,0,0,1.1315,0.2244,0.2244,0,0,1.1534,0.2278,0.2278,0,0,1.1753,0.2312,0.2312,0,0,1.1972,0.2346,0.2346,0,0,1.2191,0.238,0.238,0,0,1.241,0.2414,0.2414,0,0,1.2556,0.2448,0.2448,0,0,1.2702,0.2482,0.2482,0,0,1.2848,0.2516,0.2516,0,0,1.2994,0.255,0.255,0,0,1.314
Monk's Flameblade,0.37,0.52,0,0,0,0.3774,0.5304,0,0,0,0.3848,0.5408,0,0,0,0.3922,0.5512,0,0,0,0.3996,0.5616,0,0,0,0.407,0.572,0,0,0,0.4144,0.5824,0,0,0,0.4218,0.5928,0,0,0,0.4292,0.6032,0,0,0,0.4366,0.6136,0,0,0,0.444,0.624,0,0,0,0.4514,0.6344,0,0,0,0.4588,0.6448,0,0,0,0.4662,0.6552,0,0,0,0.4736,0.6656,0,0,0,0.481,0.676,0,0,0,0.4884,0.6864,0,0,0,0.4958,0.6968,0,0,0,0.5032,0.7072,0,0,0,0.5106,0.7176,0,0,0,0.518,0.728,0,0,0,0.5254,0.7384,0,0,0,0.5328,0.7488,0,0,0,0.5402,0.7592,0,0,0,0.5476,0.7696,0,0,0,0.555,0.78,0,0,0
Monk's Heavy Flameblade,0.864,0,0,0,0,0.888,0,0,0,0,0.912,0,0,0,0,0.936,0,0,0,0,0.96,0,0,0,0,0.984,0,0,0,0,1.008,0,0,0,0,1.032,0,0,0,0,1.056,0,0,0,0,1.08,0,0,0,0,1.104,0,0,0,0,1.1232,0,0,0,0,1.1424,0,0,0,0,1.1616,0,0,0,0,1.1808,0,0,0,0,1.2,0,0,0,0,1.2192,0,0,0,0,1.2384,0,0,0,0,1.2576,0,0,0,0,1.2768,0,0,0,0,1.296,0,0,0,0,1.3056,0,0,0,0,1.3152,0,0,0,0,1.3248,0,0,0,0,1.3344,0,0,0,0,1.344,0,0,0,0
Monk's Keen Flameblade,0.085,0.846,0,0,0,0.0901,0.8695,0,0,0,0.0952,0.893,0,0,0,0.1003,0.9165,0,0,0,0.1054,0.94,0,0,0,0.1105,0.9635,0,0,0,0.1156,0.987,0,0,0,0.1207,1.0105,0,0,0,0.1258,1.034,0,0,0,0.1309,1.0575,0,0,0,0.136,1.081,0,0,0,0.1394,1.0998,0,0,0,0.1428,1.1186,0,0,0,0.1462,1.1374,0,0,0,0.1496,1.1562,0,0,0,0.153,1.175,0,0,0,0.1564,1.1938,0,0,0,0.1598,1.2126,0,0,0,0.1632,1.2314,0,0,0,0.1666,1.2502,0,0,0,0.17,1.269,0,0,0,0.1802,1.2784,0,0,0,0.1904,1.2878,0,0,0,0.2006,1.2972,0,0,0,0.2108,1.3066,0,0,0,0.221,1.316,0,0,0
Monk's Quality Flameblade,0.58,0.58,0,0,0,0.609,0.609,0,0,0,0.638,0.638,0,0,0,0.667,0.667,0,0,0,0.696,0.696,0,0,0,0.725,0.725,0,0,0,0.754,0.754,0,0,0,0.783,0.783,0,0,0,0.812,0.812,0,0,0,0.841,0.841,0,0,0,0.87,0.87,0,0,0,0.8874,0.8874,0,0,0,0.9048,0.9048,0,0,0,0.9222,0.9222,0,0,0,0.9396,0.9396,0,0,0,0.957,0.957,0,0,0,0.9744,0.9744,0,0,0,0.9918,0.9918,0,0,0,1.0092,1.0092,0,0,0,1.0266,1.0266,0,0,0,1.044,1.044,0,0,0,1.0556,1.0556,0,0,0,1.0672,1.0672,0,0,0,1.0788,1.0788,0,0,0,1.0904,1.0904,0,0,0,1.102,1.102,0,0,0
Monk's Fire Flameblade,0.507,0.085,0,0,0,0.5226,0.0901,0,0,0,0.5382,0.0952,0,0,0,0.5538,0.1003,0,0,0,0.5694,0.1054,0,0,0,0.585,0.1105,0,0,0,0.6006,0.1156,0,0,0,0.6162,0.1207,0,0,0,0.6318,0.1258,0,0,0,0.6474,0.1309,0,0,0,0.663,0.136,0,0,0,0.6747,0.1411,0,0,0,0.6864,0.1462,0,0,0,0.6981,0.1513,0,0,0,0.7098,0.1564,0,0,0,0.7215,0.1615,0,0,0,0.7332,0.1666,0,0,0,0.7449,0.1717,0,0,0,0.7566,0.1768,0,0,0,0.7683,0.1819,0,0,0,0.78,0.187,0,0,0,0.7878,0.1904,0,0,0,0.7956,0.1938,0,0,0,0.8034,0.1972,0,0,0,0.8112,0.2006,0,0,0,0.819,0.204,0,0,0
Monk's Flame Art Flameblade,0.056,0.08,0,0.45,0,0.0595,0.085,0,0.4815,0,0.063,0.09,0,0.513,0,0.0665,0.095,0,0.5445,0,0.07,0.1,0,0.576,0,0.0735,0.105,0,0.6075,0,0.077,0.11,0,0.639,0,0.0805,0.115,0,0.6705,0,0.084,0.12,0,0.702,0,0.0875,0.125,0,0.7335,0,0.091,0.13,0,0.765,0,0.0938,0.134,0,0.7875,0,0.0966,0.138,0,0.81,0,0.0994,0.142,0,0.8325,0,0.1022,0.146,0,0.855,0,0.105,0.15,0,0.8775,0,0.1078,0.154,0,0.9,0,0.1106,0.158,0,0.9225,0,0.1134,0.162,0,0.945,0,0.1162,0.166,0,0.9675,0,0.119,0.17,0,0.99,0,0.1204,0.172,0,0.999,0,0.1218,0.174,0,1.008,0,0.1232,0.176,0,1.017,0,0.1246,0.178,0,1.026,0,0.126,0.18,0,1.035,0
Monk's Lightning Flameblade,0.085,0.507,0,0,0,0.0901,0.5226,0,0,0,0.0952,0.5382,0,0,0,0.1003,0.5538,0,0,0,0.1054,0.5694,0,0,0,0.1105,0.585,0,0,0,0.1156,0.6006,0,0,0,0.1207,0.6162,0,0,0,0.1258,0.6318,0,0,0,0.1309,0.6474,0,0,0,0.136,0.663,0,0,0,0.1411,0.6747,0,0,0,0.1462,0.6864,0,0,0,0.1513,0.6981,0,0,0,0.1564,0.7098,0,0,0,0.1615,0.7215,0,0,0,0.1666,0.7332,0,0,0,0.1717,0.7449,0,0,0,0.1768,0.7566,0,0,0,0.1819,0.7683,0,0,0,0.187,0.78,0,0,0,0.1904,0.7878,0,0,0,0.1938,0.7956,0,0,0,0.1972,0.8034,0,0,0,0.2006,0.8112,0,0,0,0.204,0.819,0,0,0
Monk's Sacred Flameblade,0.07,0.1,0,0.45,0,0.0728,0.104,0,0.4815,0,0.0756,0.108,0,0.513,0,0.0784,0.112,0,0.5445,0,0.0812,0.116,0,0.576,0,0.084,0.12,0,0.6075,0,0.0868,0.124,0,0.639,0,0.0896,0.128,0,0.6705,0,0.0924,0.132,0,0.702,0,0.0952,0.136,0,0.7335,0,0.098,0.14,0,0.765,0,0.1001,0.143,0,0.7875,0,0.1022,0.146,0,0.81,0,0.1043,0.149,0,0.8325,0,0.1064,0.152,0,0.855,0,0.1085,0.155,0,0.8775,0,0.1106,0.158,0,0.9,0,0.1127,0.161,0,0.9225,0,0.1148,0.164,0,0.945,0,0.1169,0.167,0,0.9675,0,0.119,0.17,0,0.99,0,0.1204,0.172,0,0.999,0,0.1218,0.174,0,1.008,0,0.1232,0.176,0,1.017,0,0.1246,0.178,0,1.026,0,0.126,0.18,0,1.035,0
Monk's Magic Flameblade,0.088,0.12,0.44,0,0,0.0913,0.1245,0.4708,0,0,0.0946,0.129,0.5016,0,0,0.0979,0.1335,0.5324,0,0,0.1012,0.138,0.5632,0,0,0.1045,0.1425,0.594,0,0,0.1078,0.147,0.6248,0,0,0.1111,0.1515,0.6556,0,0,0.1144,0.156,0.6864,0,0,0.1177,0.1605,0.7172,0,0,0.121,0.165,0.748,0,0,0.1221,0.1665,0.77,0,0,0.1232,0.168,0.792,0,0,0.1243,0.1695,0.814,0,0,0.1254,0.171,0.836,0,0,0.1265,0.1725,0.858,0,0,0.1276,0.174,0.88,0,0,0.1287,0.1755,0.902,0,0,0.1298,0.177,0.924,0,0,0.1309,0.1785,0.946,0,0,0.132,0.18,0.968,0,0,0.1342,0.183,0.9812,0,0,0.1364,0.186,0.9944,0,0,0.1386,0.189,1.0076,0,0,0.1408,0.192,1.0208,0,0,0.143,0.195,1.034,0,0
Monk's Cold Flameblade,0.33,0.46,0.4,0,0,0.3465,0.483,0.42,0,0,0.363,0.506,0.44,0,0,0.3795,0.529,0.46,0,0,0.396,0.552,0.48,0,0,0.4125,0.575,0.5,0,0,0.429,0.598,0.52,0,0,0.4455,0.621,0.54,0,0,0.462,0.644,0.56,0,0,0.4785,0.667,0.58,0,0,0.495,0.69,0.6,0,0,0.5049,0.7038,0.616,0,0,0.5148,0.7176,0.632,0,0,0.5247,0.7314,0.648,0,0,0.5346,0.7452,0.664,0,0,0.5445,0.759,0.68,0,0,0.5544,0.7728,0.696,0,0,0.5643,0.7866,0.712,0,0,0.5742,0.8004,0.728,0,0,0.5841,0.8142,0.744,0,0,0.594,0.828,0.76,0,0,0.6006,0.8372,0.768,0,0,0.6072,0.8464,0.776,0,0,0.6138,0.8556,0.784,0,0,0.6204,0.8648,0.792,0,0,0.627,0.874,0.8,0,0
Monk's Poison Flameblade,0.35,0.49,0,0,0.3,0.364,0.5096,0,0,0.309,0.378,0.5292,0,0,0.318,0.392,0.5488,0,0,0.327,0.406,0.5684,0,0,0.336,0.42,0.588,0,0,0.345,0.434,0.6076,0,0,0.354,0.448,0.6272,0,0,0.363,0.462,0.6468,0,0,0.372,0.476,0.6664,0,0,0.381,0.49,0.686,0,0,0.39,0.5005,0.7007,0,0,0.393,0.511,0.7154,0,0,0.396,0.5215,0.7301,0,0,0.399,0.532,0.7448,0,0,0.402,0.5425,0.7595,0,0,0.405,0.553,0.7742,0,0,0.408,0.5635,0.7889,0,0,0.411,0.574,0.8036,0,0,0.414,0.5845,0.8183,0,0,0.417,0.595,0.833,0,0,0.42,0.609,0.8526,0,0,0.423,0.623,0.8722,0,0,0.426,0.637,0.8918,0,0,0.429,0.651,0.9114,0,0,0.432,0.665,0.931,0,0,0.435
Monk's Blood Flameblade,0.35,0.49,0,0,0.3,0.364,0.5096,0,0,0.309,0.378,0.5292,0,0,0.318,0.392,0.5488,0,0,0.327,0.406,0.5684,0,0,0.336,0.42,0.588,0,0,0.345,0.434,0.6076,0,0,0.354,0.448,0.6272,0,0,0.363,0.462,0.6468,0,0,0.372,0.476,0.6664,0,0,0.381,0.49,0.686,0,0,0.39,0.5005,0.7007,0,0,0.393,0.511,0.7154,0,0,0.396,0.5215,0.7301,0,0,0.399,0.532,0.7448,0,0,0.402,0.5425,0.7595,0,0,0.405,0.553,0.7742,0,0,0.408,0.5635,0.7889,0,0,0.411,0.574,0.8036,0,0,0.414,0.5845,0.8183,0,0,0.417,0.595,0.833,0,0,0.42,0.609,0.8526,0,0,0.423,0.623,0.8722,0,0,0.426,0.637,0.8918,0,0,0.429,0.651,0.9114,0,0,0.432,0.665,0.931,0,0,0.435
Monk's Occult Flameblade,0.112,0.16,0,0,0.75,0.1176,0.168,0,0,0.78,0.1232,0.176,0,0,0.81,0.1288,0.184,0,0,0.84,0.1344,0.192,0,0,0.87,0.14,0.2,0,0,0.9,0.1456,0.208,0,0,0.93,0.1512,0.216,0,0,0.96,0.1568,0.224,0,0,0.99,0.1624,0.232,0,0,1.02,0.168,0.24,0,0,1.05,0.1708,0.244,0,0,1.0725,0.1736,0.248,0,0,1.095,0.1764,0.252,0,0,1.1175,0.1792,0.256,0,0,1.14,0.182,0.26,0,0,1.1625,0.1848,0.264,0,0,1.185,0.1876,0.268,0,0,1.2075,0.1904,0.272,0,0,1.23,0.1932,0.276,0,0,1.2525,0.196,0.28,0,0,1.275,0.1988,0.284,0,0,1.29,0.2016,0.288,0,0,1.305,0.2044,0.292,0,0,1.32,0.2072,0.296,0,0,1.335,0.21,0.3,0,0,1.35
Beastman's Cleaver,0.76,0,0,0,0,0.7752,0,0,0,0,0.7904,0,0,0,0,0.8056,0,0,0,0,0.8208,0,0,0,0,0.836,0,0,0,0,0.8512,0,0,0,0,0.8664,0,0,0,0,0.8816,0,0,0,0,0.8968,0,0,0,0,0.912,0,0,0,0,0.9272,0,0,0,0,0.9424,0,0,0,0,0.9576,0,0,0,0,0.9728,0,0,0,0,0.988,0,0,0,0,1.0032,0,0,0,0,1.0184,0,0,0,0,1.0336,0,0,0,0,1.0488,0,0,0,0,1.064,0,0,0,0,1.0792,0,0,0,0,1.0944,0,0,0,0,1.1096,0,0,0,0,1.1248,0,0,0,0,1.14,0,0,0,0
Beastman's Heavy Cleaver,0.924,0,0,0,0,0.9636,0,0,0,0,1.0032,0,0,0,0,1.0428,0,0,0,0,1.0824,0,0,0,0,1.122,0,0,0,0,1.1616,0,0,0,0,1.2012,0,0,0,0,1.2408,0,0,0,0,1.2804,0,0,0,0,1.32,0,0,0,0,1.353,0,0,0,0,1.386,0,0,0,0,1.419,0,0,0,0,1.452,0,0,0,0,1.485,0,0,0,0,1.518,0,0,0,0,1.551,0,0,0,0,1.584,0,0,0,0,1.617,0,0,0,0,1.65,0,0,0,0,1.6632,0,0,0,0,1.6764,0,0,0,0,1.6896,0,0,0,0,1.7028,0,0,0,0,1.716,0,0,0,0
Beastman's Keen Cleaver,0.075,0.846,0,0,0,0.0795,0.8695,0,0,0,0.084,0.893,0,0,0,0.0885,0.9165,0,0,0,0.093,0.94,0,0,0,0.0975,0.9635,0,0,0,0.102,0.987,0,0,0,0.1065,1.0105,0,0,0,0.111,1.034,0,0,0,0.1155,1.0575,0,0,0,0.12,1.081,0,0,0,0.123,1.0998,0,0,0,0.126,1.1186,0,0,0,0.129,1.1374,0,0,0,0.132,1.1562,0,0,0,0.135,1.175,0,0,0,0.138,1.1938,0,0,0,0.141,1.2126,0,0,0,0.144,1.2314,0,0,0,0.147,1.2502,0,0,0,0.15,1.269,0,0,0,0.159,1.2784,0,0,0,0.168,1.2878,0,0,0,0.177,1.2972,0,0,0,0.186,1.3066,0,0,0,0.195,1.316,0,0,0
Beastman's Quality Cleaver,0.57,0.57,0,0,0,0.5985,0.5985,0,0,0,0.627,0.627,0,0,0,0.6555,0.6555,0,0,0,0.684,0.684,0,0,0,0.7125,0.7125,0,0,0,0.741,0.741,0,0,0,0.7695,0.7695,0,0,0,0.798,0.798,0,0,0,0.8265,0.8265,0,0,0,0.855,0.855,0,0,0,0.8721,0.8721,0,0,0,0.8892,0.8892,0,0,0,0.9063,0.9063,0,0,0,0.9234,0.9234,0,0,0,0.9405,0.9405,0,0,0,0.9576,0.9576,0,0,0,0.9747,0.9747,0,0,0,0.9918,0.9918,0,0,0,1.0089,1.0089,0,0,0,1.026,1.026,0,0,0,1.0374,1.0374,0,0,0,1.0488,1.0488,0,0,0,1.0602,1.0602,0,0,0,1.0716,1.0716,0,0,0,1.083,1.083,0,0,0
Beastman's Fire Cleaver,0.52,0.075,0,0,0,0.536,0.0795,0,0,0,0.552,0.084,0,0,0,0.568,0.0885,0,0,0,0.584,0.093,0,0,0,0.6,0.0975,0,0,0,0.616,0.102,0,0,0,0.632,0.1065,0,0,0,0.648,0.111,0,0,0,0.664,0.1155,0,0,0,0.68,0.12,0,0,0,0.692,0.1245,0,0,0,0.704,0.129,0,0,0,0.716,0.1335,0,0,0,0.728,0.138,0,0,0,0.74,0.1425,0,0,0,0.752,0.147,0,0,0,0.764,0.1515,0,0,0,0.776,0.156,0,0,0,0.788,0.1605,0,0,0,0.8,0.165,0,0,0,0.808,0.168,0,0,0,0.816,0.171,0,0,0,0.824,0.174,0,0,0,0.832,0.177,0,0,0,0.84,0.18,0,0,0
Beastman's Flame Art Cleaver,0.208,0,0,0.38,0,0.221,0,0,0.4066,0,0.234,0,0,0.4332,0,0.247,0,0,0.4598,0,0.26,0,0,0.4864,0,0.273,0,0,0.513,0,0.286,0,0,0.5396,0,0.299,0,0,0.5662,0,0.312,0,0,0.5928,0,0.325,0,0,0.6194,0,0.338,0,0,0.646,0,0.3484,0,0,0.665,0,0.3588,0,0,0.684,0,0.3692,0,0,0.703,0,0.3796,0,0,0.722,0,0.39,0,0,0.741,0,0.4004,0,0,0.76,0,0.4108,0,0,0.779,0,0.4212,0,0,0.798,0,0.4316,0,0,0.817,0,0.442,0,0,0.836,0,0.4472,0,0,0.8436,0,0.4524,0,0,0.8512,0,0.4576,0,0,0.8588,0,0.4628,0,0,0.8664,0,0.468,0,0,0.874,0
Beastman's Lightning Cleaver,0.075,0.52,0,0,0,0.0795,0.536,0,0,0,0.084,0.552,0,0,0,0.0885,0.568,0,0,0,0.093,0.584,0,0,0,0.0975,0.6,0,0,0,0.102,0.616,0,0,0,0.1065,0.632,0,0,0,0.111,0.648,0,0,0,0.1155,0.664,0,0,0,0.12,0.68,0,0,0,0.1245,0.692,0,0,0,0.129,0.704,0,0,0,0.1335,0.716,0,0,0,0.138,0.728,0,0,0,0.1425,0.74,0,0,0,0.147,0.752,0,0,0,0.1515,0.764,0,0,0,0.156,0.776,0,0,0,0.1605,0.788,0,0,0,0.165,0.8,0,0,0,0.168,0.808,0,0,0,0.171,0.816,0,0,0,0.174,0.824,0,0,0,0.177,0.832,0,0,0,0.18,0.84,0,0,0
Beastman's Sacred Cleaver,0.26,0,0,0.38,0,0.2704,0,0,0.4066,0,0.2808,0,0,0.4332,0,0.2912,0,0,0.4598,0,0.3016,0,0,0.4864,0,0.312,0,0,0.513,0,0.3224,0,0,0.5396,0,0.3328,0,0,0.5662,0,0.3432,0,0,0.5928,0,0.3536,0,0,0.6194,0,0.364,0,0,0.646,0,0.3718,0,0,0.665,0,0.3796,0,0,0.684,0,0.3874,0,0,0.703,0,0.3952,0,0,0.722,0,0.403,0,0,0.741,0,0.4108,0,0,0.76,0,0.4186,0,0,0.779,0,0.4264,0,0,0.798,0,0.4342,0,0,0.817,0,0.442,0,0,0.836,0,0.4472,0,0,0.8436,0,0.4524,0,0,0.8512,0,0.4576,0,0,0.8588,0,0.4628,0,0,0.8664,0,0.468,0,0,0.874,0
Beastman's Magic Cleaver,0.24,0,0.41,0,0,0.249,0,0.4387,0,0,0.258,0,0.4674,0,0,0.267,0,0.4961,0,0,0.276,0,0.5248,0,0,0.285,0,0.5535,0,0,0.294,0,0.5822,0,0,0.303,0,0.6109,0,0,0.312,0,0.6396,0,0,0.321,0,0.6683,0,0,0.33,0,0.697,0,0,0.333,0,0.7175,0,0,0.336,0,0.738,0,0,0.339,0,0.7585,0,0,0.342,0,0.779,0,0,0.345,0,0.7995,0,0,0.348,0,0.82,0,0,0.351,0,0.8405,0,0,0.354,0,0.861,0,0,0.357,0,0.8815,0,0,0.36,0,0.902,0,0,0.366,0,0.9143,0,0,0.372,0,0.9266,0,0,0.378,0,0.9389,0,0,0.384,0,0.9512,0,0,0.39,0,0.9635,0,0
Beastman's Cold Cleaver,0.68,0,0.3,0,0,0.714,0,0.315,0,0,0.748,0,0.33,0,0,0.782,0,0.345,0,0,0.816,0,0.36,0,0,0.85,0,0.375,0,0,0.884,0,0.39,0,0,0.918,0,0.405,0,0,0.952,0,0.42,0,0,0.986,0,0.435,0,0,1.02,0,0.45,0,0,1.0404,0,0.462,0,0,1.0608,0,0.474,0,0,1.0812,0,0.486,0,0,1.1016,0,0.498,0,0,1.122,0,0.51,0,0,1.1424,0,0.522,0,0,1.1628,0,0.534,0,0,1.1832,0,0.546,0,0,1.2036,0,0.558,0,0,1.224,0,0.57,0,0,1.2376,0,0.576,0,0,1.2512,0,0.582,0,0,1.2648,0,0.588,0,0,1.2784,0,0.594,0,0,1.292,0,0.6,0,0
